,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8211,12.2758,22.5162,20.0084,164.088,2.36369,17.1289,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0389,22.2629,13.968,25.1096,7.50471,114.666,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5216,53.3515,0.0,93.1152,84.109,188.771,0.0,0.0,0.0
23,0.0,0.0,0.0,96.7117,48.4548,0.0,0.0,39.7858,225.53900000000002,69.44800000000001,35.3308,28.0912,9.60492,34.6833,39.4425,4.40705
24,84.8598,123.179,98.5484,6.85975,16.5932,25.0143,38.0953,12.7593,276.777,0.0,25.309,28.2821,476.3,0.0,0.0,0.0
25,237.632,105.72399999999999,73.8441,8.52422,24.4633,21.4335,0.0,19.7851,0.0,38.7167,16.9236,11.2301,417.825,0.0,0.0,5.85555
26,36.6591,115.03,104.02,33.2083,26.8593,0.0,58.7505,2.98927,65.0326,45.637,65.6828,10.4413,33.6665,0.0,96.4231,0.0
27,94.3162,227.13099999999997,121.035,0.0,0.0,37.7373,0.0,3.97868,46.6755,112.45299999999999,36.0386,18.7203,143.528,0.0,156.955,0.0
28,222.125,169.50599999999997,117.83200000000001,5.462359999999999,24.0011,28.1596,59.8994,8.87882,69.0995,101.47399999999999,34.7785,24.1596,148.372,0.0,100.596,43.6319
29,17.9671,99.20100000000001,58.0314,7.120010000000001,29.275,10.5866,30.6177,28.9879,106.057,0.0,109.25200000000001,82.7327,921.954,158.904,0.0,0.0
30,205.24900000000002,305.78,242.58900000000003,39.7904,65.9367,14.6495,0.0,35.5074,43.9236,0.0,40.3131,35.7238,256.983,165.33700000000002,0.0,51.0541
31,58.9573,184.28799999999998,133.378,33.3188,38.732,33.6994,86.0244,61.1521,46.2447,0.0,30.5091,9.680489999999999,672.6260000000001,14.124,6.511430000000001,0.0
32,81.7493,89.6602,129.178,20.2439,12.0327,31.1705,0.0,56.6249,35.0388,0.0,52.6925,42.1408,921.814,0.0,0.0,6.5700899999999995
33,110.568,155.63,120.65799999999999,25.2376,42.5563,0.0,0.0,31.9253,62.2383,0.0,75.6594,55.325,573.129,538.887,0.0,5.66843
34,84.7471,88.37799999999999,115.229,6.04429,24.7541,46.1063,0.0,8.000539999999999,31.8953,0.0,22.5457,2.75675,560.182,48.7314,22.7899,0.0
35,367.327,164.77599999999998,268.285,57.8692,43.5822,25.1032,0.0,25.7177,106.646,113.77799999999999,40.9787,29.7959,318.61,0.0,10.7468,25.0325
36,135.33700000000002,60.3602,105.262,31.0088,37.0665,26.1869,157.132,19.1436,57.7241,0.0,78.0184,27.8531,598.581,0.0,0.0,4.80483
37,516.105,310.73,176.96599999999998,76.2592,59.6013,6.88923,0.0,33.5526,264.969,0.0,20.4535,11.9594,228.584,0.0,4.27585,0.0
38,514.675,282.945,217.502,70.7898,58.4108,15.4526,107.387,33.2376,243.524,0.0,44.3239,35.6091,379.67900000000003,317.031,105.469,0.0
39,394.95099999999996,215.44099999999997,203.516,78.3499,54.0212,0.0,280.033,16.6206,155.438,0.0,0.0,2.25481,36.866,50.9457,56.4123,11.1574
40,606.7080000000001,448.55199999999996,313.466,74.3786,71.5401,14.0856,0.0,34.7085,198.118,0.0,45.4492,26.0791,323.492,0.0,80.5516,17.77
41,577.922,273.933,166.699,74.1989,73.5624,0.0,92.4074,77.60600000000001,317.22,0.0,52.9392,36.7104,256.085,0.0,23.7543,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.28599999999997,42.5646,37.812,146.586,0.0,89.3616,9.60943
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0402,0.0,7.29253,39.9789,21.4884,176.032,32.8556,0.0,18.7658
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.20125,262.133,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.26100000000001,81.2254,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7833
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0183,69.7533,63.9589,201.579,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1563,59.3498,0.0,0.0,0.0,0.0,0.0,200.31400000000002,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84586,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.657,50.3221,0.0,0.0,0.0,345.43199999999996,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1261,18.2168,8.01796,0.0,0.0,0.0,0.0,405.931,0.0
